Testcase,Function,Module,Pass Rate,339644,338707,337915,336608,335774,334935,334211,333447,332645,331911,331246,329743,328972,328195
FtOtSoRtBgp4Fn016,TestBGPIPvxRouteAdvertisementFilter.test_bgp_route_map_with_community,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOtSoRtBgp4Fn014,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_update_source,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOtSoRtBgp4Fn015,TestBGPIPvxRouteAdvertisementFilter.test_bgp_ebgp4_nbr_authentication,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOtSoRtBgpPlFn002,TestBGPIPvxRouteAdvertisementFilter.test_route_aggregate_ipv6,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOtSoRtBgpPlFn005,TestBGPIPvxRouteAdvertisementFilter.test_static_blackhole_rt_redistribute_with_routemap_ipv6,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
bgp_lag_clear,TestBGPVeLag.test_ft_bgp_clear,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOtSoRtBgpPlFn032,TestBGPVeLag.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOtSoRtBgp4Fn070,TestBGPVeLag.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOtSoRtBgp4Fn069,TestBGPVeLag.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
bgpl3lag_traffic,TestBGPL3Lag.test_ft_bgp_l3lag_peer_traffic_check,routing/BGP/test_bgp.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOpSoRtIpv4Fn003,test_l3_v4_route_po_1,routing/test_ip.py,0,Fail,--NE--,--NE--,--NE--,Fail,Fail,Fail,--NE--,--NE--,Fail,Fail,--NE--,Fail,--NE--
ft_ipv4_address_check,test_ft_ping_v4_v6_vlan,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ipv6_address_check,test_ft_ping_v4_v6_vlan,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ping_vlan,test_ft_ping_v4_v6_vlan,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
CETA_SONIC_40640,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ip_address_check_pc,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ip6_address_check_pc,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ping6_after_ip_change,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ping_after_ip_change,test_ft_ping_v4_v6_after_ip_change_pc,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
RIF_COUNT_FUNC_0031,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,0,Fail,--NE--,--NE--,--NE--,Fail,Fail,Fail,--NE--,--NE--,Fail,Fail,--NE--,Fail,--NE--
ft_ip6_static_route_traffic_forward,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,0,Fail,--NE--,--NE--,--NE--,Fail,Fail,Fail,--NE--,--NE--,Fail,Fail,--NE--,Fail,--NE--
ft_ip6_static_route_traffic_fwd_blackhole,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,0,Fail,--NE--,--NE--,--NE--,Fail,Fail,Fail,--NE--,--NE--,Fail,Fail,--NE--,Fail,--NE--
ft_ip6_connected_host_traffic_forward,test_ft_ip6_static_route_traffic_forward_blackhole,routing/test_ip.py,0,Fail,--NE--,--NE--,--NE--,Fail,Fail,Fail,--NE--,--NE--,Fail,Fail,--NE--,Fail,--NE--
RIF_COUNT_FUNC_001,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ip_static_route_traffic_forward,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
RIF_COUNT_FUNC_021,test_ft_ip_static_route_traffic_forward,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ip6_L2_L3_translation,test_ft_ip_v4_v6_L2_L3_translation,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ft_ip_L2_L3_translation,test_ft_ip_v4_v6_L2_L3_translation,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ipv6_intf_order,test_ft_verify_interfaces_order,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
ipv4_intf_order,test_ft_verify_interfaces_order,routing/test_ip.py,100,Pass,--NE--,--NE--,--NE--,Pass,Pass,Pass,--NE--,--NE--,Pass,Pass,--NE--,Pass,--NE--
FtOpSfFn008,test_ft_sflow_sampling_v6_sFlow_collector,system/test_sflow.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOpSfFn004,test_ft_sflow_sampling_v6_sFlow_collector,system/test_sflow.py,0,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail
FtOpSfFn005,test_ft_sflow_max_sflow_collector_config,system/test_sflow.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOpSfFn017,test_ft_system_config_mgmt_verifying_config_with_save_reboot_sflow,system/test_sflow.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtRtPerfFn024,test_vrf_scale,routing/VRF/test_vrf_scale.py,0,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail
FtRtPerfFn023,test_vrf_scale,routing/VRF/test_vrf_scale.py,0,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail
FtOpSoRoVrfFun052,test_vrf_scale,routing/VRF/test_vrf_scale.py,0,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail
FtOpSoRoVrfScl057,test_vrf_route_leak,routing/VRF/test_vrf_scale.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
FtOpSoRtPerfFn052,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,0,Fail,Fail,NE,Fail,Fail,Fail,Fail,Fail,Fail,NE,--NE--,ConfigFail,Fail,Fail
FtOpSoRtPerfFn026,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,0,Fail,Fail,NE,Fail,Fail,Fail,Fail,Fail,Fail,NE,--NE--,ConfigFail,Fail,Fail
FtOpSoRtPerfFn025,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,76,Pass,Pass,NE,Pass,Pass,Pass,Pass,Pass,Pass,NE,--NE--,ConfigFail,Pass,Pass
FtOpSoRtPerfFn053,test_ft_l3_performance_enhancements_v4_route_intstall_withdraw,routing/test_l3_performance.py,76,Pass,Pass,NE,Pass,Pass,Pass,Pass,Pass,Pass,NE,--NE--,ConfigFail,Pass,Pass
FtOpSoRtPerfFn055,test_cli_validation_ip_address,routing/test_l3_performance.py,84,Pass,Pass,NE,Pass,Pass,Pass,Pass,Pass,Pass,NE,--NE--,Pass,Pass,Pass
FtOpSoRtPerfFn054,test_cli_validation_ip_address,routing/test_l3_performance.py,84,Pass,Pass,NE,Pass,Pass,Pass,Pass,Pass,Pass,NE,--NE--,Pass,Pass,Pass
FtOpSoRtPerfFn057,test_cli_validation_bgp_router_config,routing/test_l3_performance.py,84,Pass,Pass,NE,Pass,Pass,Pass,Pass,Pass,Pass,NE,--NE--,Pass,Pass,Pass
FtOpSoRtPerfFn056,test_cli_validation_bgp_router_config,routing/test_l3_performance.py,84,Pass,Pass,NE,Pass,Pass,Pass,Pass,Pass,Pass,NE,--NE--,Pass,Pass,Pass
FtOpSoRoVrfScl056,test_vrf_bgp,routing/VRF/test_vrf_scale.py,100,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
ft_static_nat_docker_restart,test_ft_nat_docker_restart,routing/NAT/test_nat.py,0,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail
ft_static_napt_docker_restart,test_ft_nat_docker_restart,routing/NAT/test_nat.py,0,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail
ft_dynamic_napt_docker_restart,test_ft_nat_docker_restart,routing/NAT/test_nat.py,0,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail,EnvFail
FtOpSoRoVrfScl058,test_vrf_reload,routing/VRF/test_vrf_scale.py,0,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail,Fail
l2_to_l3_port,test_l2_to_l3_port,sanity/test_sanity_l3.py,0,Fail,--NE--,--NE--,--NE--,Fail,--NE--,Fail,Fail,--NE--,--NE--,--NE--,--NE--,Fail,Fail
ft_ecn_config_to_config_db_json_after_save_and_reboot,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
ft_ecn_config_db_to_running_config_after_save_and_reload,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
ft_acl_configvalues_save_reload,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
